book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
8892,33288638,33288638,54007532,4,,,Mariana Zapata,2016.0,Wait for It,Wait for It,eng,4.22,18371,18415,1507,510,614,2317,5784,9190,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8906,2677,2677,2854559,27,486287599,9780486287590.0,Jonathan Swift,1729.0,A Modest Proposal and Other Satirical Works,A Modest Proposal and Other Satirical Works,eng,4.04,12499,12988,168,141,514,2764,4782,4787,https://images.gr-assets.com/books/1264316062m/2677.jpg,https://images.gr-assets.com/books/1264316062s/2677.jpg
8909,10357792,10357792,15260779,16,62076116,9780062076110.0,Jeaniene Frost,2014.0,Up From the Grave ,"Up from the Grave (Night Huntress, #7)",eng,4.28,19059,22035,2229,145,563,2979,7543,10805,https://images.gr-assets.com/books/1367085937m/10357792.jpg,https://images.gr-assets.com/books/1367085937s/10357792.jpg
8913,12065943,12065943,17033359,11,61953385,9780061953380.0,"Mac Barnett, Jon Klassen",2012.0,,Extra Yarn (E. B. White Read-Aloud Award. Picture Books),eng,4.07,12679,12711,1297,342,732,2174,3913,5550,https://images.gr-assets.com/books/1424982446m/12065943.jpg,https://images.gr-assets.com/books/1424982446s/12065943.jpg
8918,15752757,15752757,21447897,6,,9781301895620.0,Kristen Ashley,2013.0,,"Rock Chick Revolution (Rock Chick, #8)",eng,4.46,19965,22087,1897,171,428,2010,6039,13439,https://images.gr-assets.com/books/1373384839m/15752757.jpg,https://images.gr-assets.com/books/1373384839s/15752757.jpg
8920,25148,25148,25897,10,671027638,9780671027640.0,Arthur Nersesian,1997.0,The Fuck-Up,The Fuck-Up,en-US,3.56,8980,9164,389,381,1048,2863,2845,2027,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8930,1823,1823,5946,20,743233212,9780743233220.0,Jon Ronson,2001.0,Them: Adventures with Extremists,Them: Adventures with Extremists,en-US,3.94,9081,11362,833,71,394,2648,5284,2965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8937,227570,227570,1153604,23,1857933362,9781857933370.0,"Terry Jones, Brian Froud",1994.0,Lady Cottington's Pressed Fairy Book,Lady Cottington's Pressed Fairy Book,eng,3.99,11518,12272,204,379,761,2556,3442,5134,https://images.gr-assets.com/books/1408938052m/227570.jpg,https://images.gr-assets.com/books/1408938052s/227570.jpg
8939,1331653,1331653,1601627,60,753821788,9780753821790.0,Paul Torday,2006.0,Salmon Fishing in the Yemen,Salmon Fishing in the Yemen,eng,3.51,9299,10819,1345,285,1086,3823,4102,1523,https://images.gr-assets.com/books/1347617111m/1331653.jpg,https://images.gr-assets.com/books/1347617111s/1331653.jpg
8948,8879121,8879121,13754899,8,1596434465,9781596434460.0,Ben Hatke,2011.0,Zita the Spacegirl,"Zita the Spacegirl (Zita the Spacegirl, #1)",eng,4.04,10832,11044,941,307,615,2055,3433,4634,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8955,18071296,18071296,25370670,7,,,Belle Aurora,2013.0,Willing Captive,Willing Captive,eng,4.11,18854,18918,1774,483,859,2974,6428,8174,https://images.gr-assets.com/books/1371600310m/18071296.jpg,https://images.gr-assets.com/books/1371600310s/18071296.jpg
8959,24473763,24473763,40780371,8,,,Grace Draven,2014.0,Radiance,"Radiance (Wraith Kings, #1)",eng,4.12,13105,16164,1738,232,667,2692,5869,6704,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8966,373606,373606,2538,59,749935081,9780749935080.0,Susan Elizabeth Phillips,2004.0,Ain't She Sweet?,Ain't She Sweet,en-GB,4.05,15890,17843,1000,212,784,3617,6482,6748,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8977,8570787,8570787,13439499,25,141659907X,9781416599070.0,A.J. Jacobs,2012.0,,Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection,eng,3.75,10831,11874,1622,156,702,3501,5068,2447,https://images.gr-assets.com/books/1344398815m/8570787.jpg,https://images.gr-assets.com/books/1344398815s/8570787.jpg
8978,121792,121792,1429035,20,1417642122,9781417642120.0,Bill Watterson,1991.0,The Revenge of the Baby-Sat: A Calvin and Hobbes Collection,The Revenge of the Baby-Sat,,4.71,11503,12946,206,12,40,570,2428,9896,https://images.gr-assets.com/books/1384734025m/121792.jpg,https://images.gr-assets.com/books/1384734025s/121792.jpg
8992,109520,109520,1631,24,60817321,9780060817330.0,Josh Kilmer-Purcell,2006.0,I Am Not Myself These Days,I Am Not Myself These Days,eng,3.96,9963,10661,860,179,581,2394,3873,3634,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9009,13580846,13580846,19165758,14,,,"Ali Novak, Fallzswimmer",2012.0,My Life with the Walter Boys,My Life with the Walter Boys (My Life with the Walter Boys #1),eng,3.93,13515,15051,1509,385,1002,3293,4963,5408,https://images.gr-assets.com/books/1486398662m/13580846.jpg,https://images.gr-assets.com/books/1486398662s/13580846.jpg
9027,20603820,20603820,28204900,9,,,Kristen Ashley,2014.0,The Will,"The Will (Magdalene, #1)",eng,4.3,11969,22347,2562,437,762,2517,6618,12013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9029,21483760,21483760,40223686,7,1477823484,9781477823480.0,Scott  Meyer,2014.0,,"Spell or High Water (Magic 2.0, #2)",eng,4.01,8318,11734,666,72,357,2460,5288,3557,https://images.gr-assets.com/books/1395612093m/21483760.jpg,https://images.gr-assets.com/books/1395612093s/21483760.jpg
9035,15762975,15762975,21464713,12,,,Katee Robert,2012.0,"Wrong Bed, Right Guy","Wrong Bed, Right Guy (Come Undone, #1)",eng,3.77,17710,18475,962,370,1231,5256,7087,4531,https://images.gr-assets.com/books/1345817565m/15762975.jpg,https://images.gr-assets.com/books/1345817565s/15762975.jpg
9038,29486,29486,29939,21,1592402739,9781592401820.0,Diablo Cody,2005.0,Candy Girl,Candy Girl: A Year in the Life of an Unlikely Stripper,en-US,3.54,10669,11062,1574,291,1196,3796,3812,1967,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9046,12710035,12710035,17843529,15,1402245858,9781402245860.0,Olivia Cunning,2013.0,Hot Ticket,"Hot Ticket (Sinners on Tour, #3)",eng,4.28,20891,22197,1386,139,510,3031,7867,10650,https://images.gr-assets.com/books/1348005153m/12710035.jpg,https://images.gr-assets.com/books/1348005153s/12710035.jpg
9052,16061295,16061295,21849143,13,1250045630,9781250045640.0,Darynda Jones,2014.0,Sixth Grave on the Edge,"Sixth Grave on the Edge (Charley Davidson, #6)",en-US,4.38,17022,19887,1941,86,238,2105,6977,10481,https://images.gr-assets.com/books/1396827029m/16061295.jpg,https://images.gr-assets.com/books/1396827029s/16061295.jpg
9060,6389257,6389257,6577554,62,1847673767,9781847673760.0,Nick Cave,2009.0,The Death of Bunny Munro,The Death of Bunny Munro,eng,3.43,9096,10858,817,533,1336,3622,3654,1713,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9061,348564,348564,1132,43,60097914,9780060097910.0,"Jeff Brown, Scott Nash, Macky Pamintuan",1964.0,Flat Stanley,"Flat Stanley (Flat Stanley, #1)",eng,3.82,11078,12139,750,363,987,3247,3367,4175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9066,38529,38529,38291,25,60774126,9780060774130.0,Lynsay Sands,2007.0,Bite Me If You Can,Bite Me If You Can (Argeneau #6),en-US,4.27,16680,17732,461,83,408,2739,5965,8537,https://images.gr-assets.com/books/1351280801m/38529.jpg,https://images.gr-assets.com/books/1351280801s/38529.jpg
9067,12458287,12458287,17441876,2,,,Kristen Ashley,2011.0,,"The Golden Dynasty (Fantasyland, #2)",eng,4.46,19783,20055,1933,364,488,1592,4680,12931,https://images.gr-assets.com/books/1327913192m/12458287.jpg,https://images.gr-assets.com/books/1327913192s/12458287.jpg
9077,13316328,13316328,13380425,44,547738471,9780547738480.0,Jasper Fforde,2010.0,The Last Dragonslayer,"The Last Dragonslayer (The Chronicles of Kazam, #1)",eng,3.86,12033,15781,2408,213,722,3942,7092,3812,https://images.gr-assets.com/books/1346791460m/13316328.jpg,https://images.gr-assets.com/books/1346791460s/13316328.jpg
9081,807968,807968,1982773,64,60514094,9780060514100.0,Georgia Byng,2002.0,Molly Moon's Incredible Book of Hypnotism,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",eng,3.87,16311,17405,783,539,1179,4178,5613,5896,https://images.gr-assets.com/books/1330953305m/807968.jpg,https://images.gr-assets.com/books/1330953305s/807968.jpg
9083,4261,4261,7951,42,1573223565,9781573223560.0,Nick Hornby,2003.0,31 Songs,Songbook,en-US,3.56,8999,11085,485,363,1032,3811,3744,2135,https://images.gr-assets.com/books/1417984618m/4261.jpg,https://images.gr-assets.com/books/1417984618s/4261.jpg
9098,10439703,10439703,15344305,23,61714321,9780061714320.0,Richard Kadrey,2011.0,Aloha from Hell,"Aloha from Hell (Sandman Slim, #3)",en-US,4.01,10713,12770,569,48,408,2825,5639,3850,https://images.gr-assets.com/books/1302271758m/10439703.jpg,https://images.gr-assets.com/books/1302271758s/10439703.jpg
9099,18781540,18781540,26694375,13,,9781310501590.0,Aurora Rose Reynolds,2014.0,,"Until Lilly (Until, #3)",eng,4.3,20825,23435,1393,196,500,2927,8318,11494,https://images.gr-assets.com/books/1390784751m/18781540.jpg,https://images.gr-assets.com/books/1390784751s/18781540.jpg
9108,17504320,17504320,17954144,14,,,Toni Aleo,2011.0,,"Taking Shots (Assassins, #1)",eng,3.95,11676,19561,1470,924,1219,3488,6290,7640,https://images.gr-assets.com/books/1362421812m/17504320.jpg,https://images.gr-assets.com/books/1362421812s/17504320.jpg
9109,22857396,29341925,41347747,9,,,J.  Daniels,2014.0,Sweet Addiction,"Sweet Addiction (Sweet Addiction, #1)",eng,4.11,10294,17613,1625,346,794,2768,6401,7304,https://images.gr-assets.com/books/1407086989m/22857396.jpg,https://images.gr-assets.com/books/1407086989s/22857396.jpg
9122,15768536,15768536,21474681,3,,,Christine Zolendz,2012.0,,"Fall From Grace (Mad World, #1)",en-GB,4.03,20488,20547,1387,514,1088,3565,7451,7929,https://images.gr-assets.com/books/1349538226m/15768536.jpg,https://images.gr-assets.com/books/1349538226s/15768536.jpg
9131,18161265,18161265,25521824,48,000735049X,9780007350490.0,Cecelia Ahern,2014.0,How to Fall in Love,How to Fall in Love,eng,4.02,9486,13026,1369,191,598,2694,4856,4687,https://images.gr-assets.com/books/1373279911m/18161265.jpg,https://images.gr-assets.com/books/1373279911s/18161265.jpg
9132,129618,129618,726849,43,552143545,9780552143550.0,Judith McNaught,1994.0,Until You,"Until You (Westmoreland, #3)",en-US,4.12,14256,15950,527,132,636,2941,5681,6560,https://images.gr-assets.com/books/1354435714m/129618.jpg,https://images.gr-assets.com/books/1354435714s/129618.jpg
9146,7261549,7261549,8329667,27,7325940,9780007325950.0,Derek Landy,2010.0,Dark Days,"Dark Days (Skulduggery Pleasant, #4)",eng,4.45,12047,13263,560,43,143,1284,4148,7645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9149,50750,50750,3142,16,451411528,9780451411520.0,Katie MacAlister,2004.0,,You Slay Me (Aisling Grey #1),en-US,4.01,17279,18015,925,320,902,3678,6410,6705,https://images.gr-assets.com/books/1310496976m/50750.jpg,https://images.gr-assets.com/books/1310496976s/50750.jpg
9151,615233,615233,1283974,18,590442872,9780590442880.0,Norman Bridwell,1966.0,Clifford's Halloween (Clifford),Clifford's Halloween,eng,4.14,11164,11217,84,189,539,2325,2587,5577,https://images.gr-assets.com/books/1328835774m/615233.jpg,https://images.gr-assets.com/books/1328835774s/615233.jpg
9159,60220,60220,58584,26,380790076,9780380790070.0,Rachel Gibson,1998.0,Simply Irresistible,"Simply Irresistible (Chinooks Hockey Team, #1)",eng,3.86,16945,18453,658,429,981,4618,7173,5252,https://images.gr-assets.com/books/1170538816m/60220.jpg,https://images.gr-assets.com/books/1170538816s/60220.jpg
9160,11235783,11235783,16161897,24,425246957,9780425246960.0,Julie James,2012.0,About That Night,"About That Night (FBI/US Attorney, #3)",eng,4.07,18193,19359,1201,105,605,3830,8177,6642,https://images.gr-assets.com/books/1342553249m/11235783.jpg,https://images.gr-assets.com/books/1342553249s/11235783.jpg
9161,1087205,1087205,2902199,16,1421500620,9781421500620.0,Bisco Hatori,2004.0,桜蘭高校ホスト部 3,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",eng,4.44,12788,12913,179,92,209,1445,3337,7830,https://images.gr-assets.com/books/1393731667m/1087205.jpg,https://images.gr-assets.com/books/1393731667s/1087205.jpg
9163,11104030,11104030,16026187,9,345524942,9780345524940.0,Rachel Bertsche,2011.0,,MWF Seeking BFF: My Yearlong Search For A New Best Friend,eng,3.44,11001,11583,1654,567,1543,3792,3641,2040,https://images.gr-assets.com/books/1353033305m/11104030.jpg,https://images.gr-assets.com/books/1353033305s/11104030.jpg
9165,22895264,22895264,42465462,16,,,Jennifer L. Armentrout,2014.0,Wicked,"Wicked (A Wicked Saga, #1)",eng,4.08,14009,16008,2093,315,733,2802,5603,6555,https://images.gr-assets.com/books/1410783827m/22895264.jpg,https://images.gr-assets.com/books/1410783827s/22895264.jpg
9167,22600903,34371311,41391574,12,,,J.  Daniels,2014.0,Where I Belong,"Where I Belong (Alabama Summer, #1)",eng,4.05,13110,19328,1508,432,895,3527,6922,7552,https://images.gr-assets.com/books/1404019520m/22600903.jpg,https://images.gr-assets.com/books/1404019520s/22600903.jpg
9171,33729,33729,726930,38,312932782,9780312932790.0,Jennifer Crusie,2002.0,Faking It ,"Faking It (Dempseys, #2)",eng,3.9,15216,16386,737,222,908,4193,5978,5085,https://images.gr-assets.com/books/1311973997m/33729.jpg,https://images.gr-assets.com/books/1311973997s/33729.jpg
9178,302998,302998,1452188,70,014013168X,9780140131680.0,Hanif Kureishi,1990.0,The Buddha of Suburbia,The Buddha of Suburbia,eng,3.72,8683,10891,609,247,812,3062,4438,2332,https://images.gr-assets.com/books/1344618639m/302998.jpg,https://images.gr-assets.com/books/1344618639s/302998.jpg
9186,33726,33726,1657338,44,312932812,9780312932820.0,Jennifer Crusie,1999.0,Crazy For You,Crazy For You,,3.78,14318,15487,520,214,970,4718,5632,3953,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9201,38548,38548,38310,37,505525534,9780505525540.0,Lynsay Sands,2004.0,Love Bites,Love Bites (Argeneau #2),eng,4.12,17118,19269,662,167,683,3809,6659,7951,https://images.gr-assets.com/books/1354343261m/38548.jpg,https://images.gr-assets.com/books/1354343261s/38548.jpg
9207,13132816,13132816,18309264,18,,,Robin Benway,2015.0,Emmy & Oliver,Emmy & Oliver,eng,3.91,13260,14587,2284,281,718,3410,5811,4367,https://images.gr-assets.com/books/1414589813m/13132816.jpg,https://images.gr-assets.com/books/1414589813s/13132816.jpg
9209,22504701,22504701,41951492,11,803740166,9780803740170.0,Victoria Jamieson,2015.0,Roller Girl,Roller Girl,eng,4.27,18014,18787,2511,444,591,2116,5854,9782,https://images.gr-assets.com/books/1447914095m/22504701.jpg,https://images.gr-assets.com/books/1447914095s/22504701.jpg
9228,7894870,7894870,10011055,7,054514096X,9780545140970.0,"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2010.0,,Bone: Tall Tales,eng,4.38,9084,9151,151,97,271,1228,1979,5576,https://images.gr-assets.com/books/1328839454m/7894870.jpg,https://images.gr-assets.com/books/1328839454s/7894870.jpg
9229,19156898,19156898,27112723,22,375870644,9780375870640.0,"Jennifer L. Holm, Tad Carpenter",2014.0,The Fourteenth Goldfish,The Fourteenth Goldfish,eng,3.87,9532,13096,2089,383,734,3117,4836,4026,https://images.gr-assets.com/books/1386092727m/19156898.jpg,https://images.gr-assets.com/books/1386092727s/19156898.jpg
9244,8542839,8542839,13410545,10,,9781452365860.0,H.P. Mallory,2010.0,Fire Burn and Cauldron Bubble,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",eng,3.85,10228,13938,1110,440,922,3253,5005,4318,https://images.gr-assets.com/books/1329352960m/8542839.jpg,https://images.gr-assets.com/books/1329352960s/8542839.jpg
9245,836611,836611,349431,15,1591826063,9781591826060.0,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2000.0,フルーツバスケット 4,"Fruits Basket, Vol. 4",en-US,4.39,15336,15506,243,89,313,1917,4253,8934,https://images.gr-assets.com/books/1480179107m/836611.jpg,https://images.gr-assets.com/books/1480179107s/836611.jpg
9250,15902792,15902792,21653636,19,805098232,9780805098240.0,Billy Crystal,2013.0,,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",eng,3.89,8225,10271,1699,265,547,2319,4025,3115,https://images.gr-assets.com/books/1411351481m/15902792.jpg,https://images.gr-assets.com/books/1411351481s/15902792.jpg
9253,432283,432283,1933283,21,449208397,9780449208400.0,Erma Bombeck,1971.0,If Life Is a Bowl of Cherries—What Am I Doing in the Pits?,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,en-US,4.07,10861,11186,241,69,378,2469,4029,4241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9261,24044596,24044596,43644221,6,,,Mariana Zapata,2015.0,,Kulti,,4.36,16112,19214,2158,271,483,2014,5737,10709,https://images.gr-assets.com/books/1419402858m/24044596.jpg,https://images.gr-assets.com/books/1419402858s/24044596.jpg
9271,6433344,6433344,6622835,7,800733428,9780800733420.0,Janice  Thompson,2009.0,"Fools Rush In (Weddings by Bella, #1)","Fools Rush In (Weddings by Bella, #1)",en-US,3.59,8692,11535,923,605,1289,3349,3302,2990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9272,712807,712807,2991394,35,60560150,9780060560160.0,Sharon Creech,2002.0,Ruby Holler,Ruby Holler,,4.01,12438,13168,1010,135,570,3061,4720,4682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9273,7090290,7090290,7346398,8,045122986X,9780451229860.0,Jen Lancaster,2010.0,,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",eng,3.91,11826,12374,1014,214,785,2979,4377,4019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9282,16280689,16280689,22382333,13,345548515,9780345548510.0,Kevin Hearne,2016.0,Staked,"Staked (The Iron Druid Chronicles, #8)",eng,4.23,9082,11879,904,55,256,1714,4789,5065,https://images.gr-assets.com/books/1434745650m/16280689.jpg,https://images.gr-assets.com/books/1434745650s/16280689.jpg
9287,33356,33356,1647,35,349117624,9780349117620.0,Max Barry,2002.0,Jennifer Government,Jennifer Government,eng,3.65,9722,11600,1038,272,1010,3536,4450,2332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9295,10541,10541,412584,28,380713810,9780380713810.0,Bill Bryson,1994.0,Made in America: An Informal History of the English Language in the United States,Made in America: An Informal History of the English Language in the United States,en-US,3.89,9638,10865,655,91,468,2844,4592,2870,https://images.gr-assets.com/books/1388209927m/10541.jpg,https://images.gr-assets.com/books/1388209927s/10541.jpg
9297,827497,827497,813221,3,573613435,9780573613430.0,Dale Wasserman,1970.0,One Flew Over the Cuckoo's Nest (script),One Flew Over the Cuckoo's Nest,,4.28,11142,11181,90,106,253,1432,3961,5429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9299,645180,645180,955983,21,375424865,9780375424860.0,Austin Grossman,2007.0,Soon I Will Be Invincible,Soon I Will Be Invincible,eng,3.68,9878,11359,1701,216,1022,3240,4548,2333,https://images.gr-assets.com/books/1320554514m/645180.jpg,https://images.gr-assets.com/books/1320554514s/645180.jpg
9305,12737118,12737118,17875348,41,034552795X,9780345527950.0,Melanie Gideon,2008.0,Wife 22,Wife 22,,3.51,10793,11967,2343,362,1229,3998,4690,1688,https://images.gr-assets.com/books/1333577694m/12737118.jpg,https://images.gr-assets.com/books/1333577694s/12737118.jpg
9319,8163161,8163161,7051029,11,1421536706,9781421536700.0,Bisco Hatori,2009.0,桜蘭高校ホスト部 15,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",eng,4.54,10743,10823,92,75,167,947,2233,7401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9320,604635,604635,950536,69,1841956724,9781841956720.0,"Erlend Loe, Tor Ketil Solberg",1996.0,Naiv.Super.,Naïve. Super,eng,3.89,8642,11338,502,243,721,2559,4346,3469,https://images.gr-assets.com/books/1328731029m/604635.jpg,https://images.gr-assets.com/books/1328731029s/604635.jpg
9321,8110748,8110748,12905719,11,4592184718,9784592184710.0,"Meca Tanaka, 田中メカ",2007.0,キスよりも早く1,キスよりも早く1 [Kisu Yorimo Hayaku 1] (Faster than a Kiss #1),jpn,4.23,11232,11437,90,182,550,1880,2691,6134,https://images.gr-assets.com/books/1272593631m/8110748.jpg,https://images.gr-assets.com/books/1272593631s/8110748.jpg
9323,11324,11324,3257831,47,140014454,9780140014460.0,Iris Murdoch,1954.0,Under The Net,Under the Net,eng,3.76,9506,10082,434,274,790,2716,3618,2684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9326,28262024,28262024,48302181,20,1533344345,9781533344340.0,Elle Kennedy,2016.0,,"The Goal (Off-Campus, #4)",eng,4.05,14560,17981,2126,166,698,3503,7282,6332,https://images.gr-assets.com/books/1477069102m/28262024.jpg,https://images.gr-assets.com/books/1477069102s/28262024.jpg
9328,11913681,11913681,16873088,9,,,Shana Norris,2011.0,,"The Boyfriend Thief (Stolen Kiss, #1)",eng,3.74,12080,12522,579,323,1078,3814,3627,3680,https://images.gr-assets.com/books/1395613458m/11913681.jpg,https://images.gr-assets.com/books/1395613458s/11913681.jpg
9340,25893582,25893582,43223043,33,553535641,9780553535650.0,Julie Buxbaum,2016.0,Tell Me Three Things,Tell Me Three Things,eng,4.1,15565,18097,3127,218,573,3140,7359,6807,https://images.gr-assets.com/books/1448596179m/25893582.jpg,https://images.gr-assets.com/books/1448596179s/25893582.jpg
9342,263149,263149,255087,37,505525526,9780505525530.0,Lynsay Sands,2003.0,Single White Vampire,Single White Vampire (Argeneau #3),eng,4.16,16618,18616,696,159,602,3365,6388,8102,https://images.gr-assets.com/books/1354343077m/263149.jpg,https://images.gr-assets.com/books/1354343077s/263149.jpg
9346,8437379,8437379,13300953,30,61351520,9780061351520.0,Susan Elizabeth Phillips,2010.0,Call Me Irresistible,"Call Me Irresistible (Wynette, Texas #5)",eng,4.07,15449,17558,1327,160,661,3445,6836,6456,https://images.gr-assets.com/books/1327880626m/8437379.jpg,https://images.gr-assets.com/books/1327880626s/8437379.jpg
9351,17973653,25943219,25197486,13,,,Elle Casey,2013.0,Shine Not Burn,"Shine Not Burn (Shine Not Burn, #1)",eng,4.07,14739,19553,1873,318,812,3343,7807,7273,https://images.gr-assets.com/books/1369392331m/17973653.jpg,https://images.gr-assets.com/books/1369392331s/17973653.jpg
9353,17673271,17673271,24671761,10,1476745374,9781476745370.0,"Si Robertson, Mark Schlabach",2013.0,,Si-cology 1: Tales and Wisdom from Duck Dynasty’s Favorite Uncle,eng,3.94,7329,8058,732,379,488,1649,2270,3272,https://images.gr-assets.com/books/1379892056m/17673271.jpg,https://images.gr-assets.com/books/1379892056s/17673271.jpg
9354,10803806,10803806,15717191,19,1419700278,9781419700280.0,Tom Angleberger,2011.0,Darth Paper Strikes Back,"Darth Paper Strikes Back (Origami Yoda, #2)",eng,4.12,10798,11099,847,322,467,1811,3461,5038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9362,5618698,5618698,5790090,13,1416589422,9781416589430.0,Molly Harper,2009.0,"Nice Girls Don't Have Fangs (Jane Jameson, #1)","Nice Girls Don't Have Fangs (Jane Jameson, #1)",en-US,3.92,18122,19307,1578,425,1067,4412,7074,6329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9364,8449698,8449698,13313623,30,62021273,9780062021270.0,Eloisa James,2011.0,When Beauty Tamed the Beast,"When Beauty Tamed the Beast (Fairy Tales, #2)",eng,4.06,16245,18119,1627,206,706,3524,7015,6668,https://images.gr-assets.com/books/1282320694m/8449698.jpg,https://images.gr-assets.com/books/1282320694s/8449698.jpg
9366,107781,107781,2643640,51,671702505,9780671702500.0,Julie Garwood,1991.0,The Gift,"The Gift (Crown's Spies, #3)",eng,4.17,13977,15027,420,122,490,2783,4969,6663,https://images.gr-assets.com/books/1329160736m/107781.jpg,https://images.gr-assets.com/books/1329160736s/107781.jpg
